 0.00000000000000E+0000  8.39996278285980E-0001 99 87
 0.00000000000000E+0000  8.49996149539948E-0001 102 95
 0.00000000000000E+0000  8.59996020793915E-0001 100 95
 0.00000000000000E+0000  8.69995892047882E-0001 103 99
 0.00000000000000E+0000  8.79995763301849E-0001 103 100
 0.00000000000000E+0000  8.89995634555817E-0001 103 99
 0.00000000000000E+0000  8.99995505809784E-0001 103 99
 0.00000000000000E+0000  9.09995377063751E-0001 106 98
 0.00000000000000E+0000  9.19995248317719E-0001 112 97
 0.00000000000000E+0000  9.29995119571686E-0001 107 99
 0.00000000000000E+0000  9.39994990825653E-0001 111 95
 0.00000000000000E+0000  9.49994862079620E-0001 109 95
 0.00000000000000E+0000  9.59994733333588E-0001 111 98
 0.00000000000000E+0000  9.69994604587555E-0001 111 99
 0.00000000000000E+0000  9.79994475841522E-0001 117 97
 0.00000000000000E+0000  9.89994347095490E-0001 111 101
 0.00000000000000E+0000  9.99994218349457E-0001 117 99
 0.00000000000000E+0000  1.00999414920807E+0000 119 98
 0.00000000000000E+0000  1.01999402046204E+0000 119 99
 0.00000000000000E+0000  1.02999389171600E+0000 119 97
 0.00000000000000E+0000  1.03999376296997E+0000 120 99
 0.00000000000000E+0000  1.04999363422394E+0000 120 97
 0.00000000000000E+0000  1.05999350547791E+0000 115 100
 0.00000000000000E+0000  1.06999337673187E+0000 115 97
 0.00000000000000E+0000  1.07999324798584E+0000 120 99
 0.00000000000000E+0000  1.08999311923981E+0000 117 99
 0.00000000000000E+0000  1.09999299049377E+0000 119 95
 0.00000000000000E+0000  1.10999286174774E+0000 119 99
 0.00000000000000E+0000  1.11999273300171E+0000 111 98
 0.00000000000000E+0000  1.12999260425568E+0000 107 99
 0.00000000000000E+0000  1.13999247550964E+0000 109 97
 0.00000000000000E+0000  1.14999234676361E+0000 115 99
 0.00000000000000E+0000  1.15999221801758E+0000 130 99
 0.00000000000000E+0000  1.16999208927155E+0000 122 98
 0.00000000000000E+0000  1.17999196052551E+0000 113 95
 0.00000000000000E+0000  1.18999183177948E+0000 129 95
 0.00000000000000E+0000  1.19999170303345E+0000 137 99
 0.00000000000000E+0000  1.20999157428741E+0000 129 101
 0.00000000000000E+0000  1.21999144554138E+0000 140 96
 0.00000000000000E+0000  1.22999131679535E+0000 147 101
 0.00000000000000E+0000  1.23999118804932E+0000 138 95
 0.00000000000000E+0000  1.24999105930328E+0000 127 95
 0.00000000000000E+0000  1.25999093055725E+0000 156 95
 0.00000000000000E+0000  1.26999080181122E+0000 159 101
 0.00000000000000E+0000  1.27999067306519E+0000 151 98
 0.00000000000000E+0000  1.28999054431915E+0000 130 98
 0.00000000000000E+0000  1.29999041557312E+0000 145 104
 0.00000000000000E+0000  1.30999028682709E+0000 175 101
 0.00000000000000E+0000  1.31999015808105E+0000 148 95
 0.00000000000000E+0000  1.32999002933502E+0000 154 102
 0.00000000000000E+0000  1.33998990058899E+0000 174 99
 0.00000000000000E+0000  1.34998977184296E+0000 152 99
 0.00000000000000E+0000  1.35998964309692E+0000 138 99
 0.00000000000000E+0000  1.36998951435089E+0000 146 99
 0.00000000000000E+0000  1.37998938560486E+0000 184 99
 0.00000000000000E+0000  1.38998925685883E+0000 169 98
 0.00000000000000E+0000  1.39998912811279E+0000 183 98
 0.00000000000000E+0000  1.40998899936676E+0000 160 103
 0.00000000000000E+0000  1.41998887062073E+0000 171 99
 0.00000000000000E+0000  1.42998874187469E+0000 218 103
 0.00000000000000E+0000  1.43998861312866E+0000 235 99
 0.00000000000000E+0000  1.44998848438263E+0000 204 103
 0.00000000000000E+0000  1.45998835563660E+0000 168 102
 0.00000000000000E+0000  1.46998822689056E+0000 223 103
 0.00000000000000E+0000  1.47998809814453E+0000 261 103
 0.00000000000000E+0000  1.48998796939850E+0000 259 103
 0.00000000000000E+0000  1.49998784065247E+0000 173 101
 0.00000000000000E+0000  1.50998771190643E+0000 184 101
 0.00000000000000E+0000  1.51998758316040E+0000 239 103
 0.00000000000000E+0000  1.52998745441437E+0000 294 103
 0.00000000000000E+0000  1.53998732566833E+0000 291 103
 0.00000000000000E+0000  1.54998719692230E+0000 291 103
 0.00000000000000E+0000  1.55998706817627E+0000 247 103
 0.00000000000000E+0000  1.56998693943024E+0000 235 101
 0.00000000000000E+0000  1.57998681068420E+0000 276 107
 0.00000000000000E+0000  1.58998668193817E+0000 206 103
 0.00000000000000E+0000  1.59998655319214E+0000 283 103
 0.00000000000000E+0000  1.60998642444611E+0000 216 101
 0.00000000000000E+0000  1.61998629570007E+0000 247 103
 0.00000000000000E+0000  1.62998616695404E+0000 272 103
 0.00000000000000E+0000  1.63998603820801E+0000 311 103
 0.00000000000000E+0000  1.64998590946198E+0000 264 101
 0.00000000000000E+0000  1.65998578071594E+0000 349 108
 0.00000000000000E+0000  1.66998565196991E+0000 327 110
 0.00000000000000E+0000  1.67998552322388E+0000 362 103
 0.00000000000000E+0000  1.68998539447784E+0000 378 107
 0.00000000000000E+0000  1.69998526573181E+0000 339 103
 0.00000000000000E+0000  1.70998513698578E+0000 303 107
 0.00000000000000E+0000  1.71998500823975E+0000 325 109
 0.00000000000000E+0000  1.72998487949371E+0000 327 103
 0.00000000000000E+0000  1.73998475074768E+0000 337 108
 0.00000000000000E+0000  1.74998462200165E+0000 268 108
 0.00000000000000E+0000  1.75998449325562E+0000 330 103
 0.00000000000000E+0000  1.76998436450958E+0000 191 104
 0.00000000000000E+0000  1.77998423576355E+0000 318 105
 0.00000000000000E+0000  1.78998410701752E+0000 357 108
 0.00000000000000E+0000  1.79998397827148E+0000 310 105
 0.00000000000000E+0000  1.80998384952545E+0000 276 107
 0.00000000000000E+0000  1.81998372077942E+0000 220 98
 0.00000000000000E+0000  1.82998359203339E+0000 239 106
 0.00000000000000E+0000  1.83998346328735E+0000 235 103
 0.00000000000000E+0000  1.84998333454132E+0000 318 109
 0.00000000000000E+0000  1.85998320579529E+0000 302 106
 0.00000000000000E+0000  1.86998307704926E+0000 299 106
 0.00000000000000E+0000  1.87998294830322E+0000 254 103
 0.00000000000000E+0000  1.88998281955719E+0000 287 107
 0.00000000000000E+0000  1.89998269081116E+0000 304 111
 0.00000000000000E+0000  1.90998256206512E+0000 324 106
 0.00000000000000E+0000  1.91998243331909E+0000 283 103
 0.00000000000000E+0000  1.92998230457306E+0000 258 107
 0.00000000000000E+0000  1.93998217582703E+0000 251 103
 0.00000000000000E+0000  1.94998204708099E+0000 287 106
 0.00000000000000E+0000  1.95998191833496E+0000 266 103
 0.00000000000000E+0000  1.96998178958893E+0000 242 103
 0.00000000000000E+0000  1.97998166084290E+0000 189 101
 0.00000000000000E+0000  1.98998153209686E+0000 194 103
 0.00000000000000E+0000  1.99998140335083E+0000 194 103
 0.00000000000000E+0000  2.00998187065125E+0000 232 107
 0.00000000000000E+0000  2.01998233795166E+0000 237 103
 0.00000000000000E+0000  2.02998280525208E+0000 244 103
 0.00000000000000E+0000  2.03998327255249E+0000 231 107
 0.00000000000000E+0000  2.04998373985291E+0000 237 106
 0.00000000000000E+0000  2.05998420715332E+0000 204 103
 0.00000000000000E+0000  2.06998467445374E+0000 214 103
 0.00000000000000E+0000  2.07998514175415E+0000 212 103
 0.00000000000000E+0000  2.08998560905457E+0000 219 103
 0.00000000000000E+0000  2.09998607635498E+0000 202 103
 0.00000000000000E+0000  2.10998654365540E+0000 159 102
 0.00000000000000E+0000  2.11998701095581E+0000 173 99
 0.00000000000000E+0000  2.12998747825623E+0000 200 103
 0.00000000000000E+0000  2.13998794555664E+0000 163 101
 0.00000000000000E+0000  2.14998841285706E+0000 181 101
 0.00000000000000E+0000  2.15998888015747E+0000 179 99
 0.00000000000000E+0000  2.16998934745789E+0000 162 103
 0.00000000000000E+0000  2.17998981475830E+0000 171 103
 0.00000000000000E+0000  2.18999028205872E+0000 154 96
 0.00000000000000E+0000  2.19999074935913E+0000 138 99
 0.00000000000000E+0000  2.20999121665955E+0000 143 99
 0.00000000000000E+0000  2.21999168395996E+0000 159 100
 0.00000000000000E+0000  2.22999215126038E+0000 171 99
 0.00000000000000E+0000  2.23999261856079E+0000 144 99
 0.00000000000000E+0000  2.24999308586121E+0000 141 99
 0.00000000000000E+0000  2.25999355316162E+0000 161 103
 0.00000000000000E+0000  2.26999402046204E+0000 159 99
 0.00000000000000E+0000  2.27999448776245E+0000 147 99
 0.00000000000000E+0000  2.28999495506287E+0000 150 99
 0.00000000000000E+0000  2.29999542236328E+0000 135 98
 0.00000000000000E+0000  2.30999588966370E+0000 150 95
 0.00000000000000E+0000  2.31999635696411E+0000 149 95
 0.00000000000000E+0000  2.32999682426453E+0000 135 99
 0.00000000000000E+0000  2.33999729156494E+0000 122 99
 0.00000000000000E+0000  2.34999775886536E+0000 130 100
 0.00000000000000E+0000  2.35999822616577E+0000 132 95
 0.00000000000000E+0000  2.36999869346619E+0000 128 95
 0.00000000000000E+0000  2.37999916076660E+0000 128 99
 0.00000000000000E+0000  2.38999962806702E+0000 130 95
 0.00000000000000E+0000  2.40000009536743E+0000 125 99
 0.00000000000000E+0000  2.41000056266785E+0000 124 98
 0.00000000000000E+0000  2.42000102996826E+0000 119 97
 0.00000000000000E+0000  2.43000149726868E+0000 119 95
 0.00000000000000E+0000  2.44000196456909E+0000 119 95
 0.00000000000000E+0000  2.45000243186951E+0000 119 100
 0.00000000000000E+0000  2.46000289916992E+0000 114 95
 0.00000000000000E+0000  2.47000336647034E+0000 117 95
 0.00000000000000E+0000  2.48000383377075E+0000 119 98
 0.00000000000000E+0000  2.49000430107117E+0000 114 98
 0.00000000000000E+0000  2.50000476837158E+0000 111 100
 0.00000000000000E+0000  2.51000523567200E+0000 107 95
 0.00000000000000E+0000  2.52000570297241E+0000 111 98
 0.00000000000000E+0000  2.53000617027283E+0000 111 100
 0.00000000000000E+0000  2.54000663757324E+0000 107 95
 0.00000000000000E+0000  2.55000710487366E+0000 105 97
 0.00000000000000E+0000  2.56000757217407E+0000 107 98
 0.00000000000000E+0000  2.57000803947449E+0000 110 99
 0.00000000000000E+0000  2.58000850677490E+0000 105 95
 0.00000000000000E+0000  2.59000897407532E+0000 98 100
 0.00000000000000E+0000  2.60000944137573E+0000 104 95
 0.00000000000000E+0000  2.61000990867615E+0000 99 93
 0.00000000000000E+0000  2.62001037597656E+0000 102 95
 0.00000000000000E+0000  2.63001084327698E+0000 100 90
 0.00000000000000E+0000  2.64001131057739E+0000 95 95
 0.00000000000000E+0000  2.65001177787781E+0000 102 100
 0.00000000000000E+0000  2.66001224517822E+0000 99 98
 0.00000000000000E+0000  2.67001271247864E+0000 100 95
 0.00000000000000E+0000  2.68001317977905E+0000 99 96
 0.00000000000000E+0000  2.69001364707947E+0000 100 95
 0.00000000000000E+0000  2.70001411437988E+0000 95 95
 0.00000000000000E+0000  2.71001458168030E+0000 101 96
 0.00000000000000E+0000  2.72001504898071E+0000 100 95
 0.00000000000000E+0000  2.73001551628113E+0000 99 96
 0.00000000000000E+0000  2.74001598358154E+0000 99 95
 0.00000000000000E+0000  2.75001645088196E+0000 100 96
 0.00000000000000E+0000  2.76001691818237E+0000 102 99
 0.00000000000000E+0000  2.77001738548279E+0000 100 96
 0.00000000000000E+0000  2.78001785278320E+0000 95 93
 0.00000000000000E+0000  2.79001832008362E+0000 94 95
 0.00000000000000E+0000  2.80001878738403E+0000 100 95
 0.00000000000000E+0000  2.81001925468445E+0000 101 95
 0.00000000000000E+0000  2.82001972198486E+0000 98 97
 0.00000000000000E+0000  2.83002018928528E+0000 98 94
 0.00000000000000E+0000  2.84002065658569E+0000 101 97
 0.00000000000000E+0000  2.85002112388611E+0000 100 99
 0.00000000000000E+0000  2.86002159118652E+0000 98 98
 0.00000000000000E+0000  2.87002205848694E+0000 97 96
 0.00000000000000E+0000  2.88002252578735E+0000 97 96
 0.00000000000000E+0000  2.89002299308777E+0000 99 99
 0.00000000000000E+0000  2.90002346038818E+0000 100 93
 0.00000000000000E+0000  2.91002392768860E+0000 98 98
 0.00000000000000E+0000  2.92002439498901E+0000 100 95
 0.00000000000000E+0000  2.93002486228943E+0000 100 95
 0.00000000000000E+0000  2.94002532958984E+0000 99 98
 0.00000000000000E+0000  2.95002579689026E+0000 98 95
 0.00000000000000E+0000  2.96002626419067E+0000 100 95
 0.00000000000000E+0000  2.97002673149109E+0000 103 98
 0.00000000000000E+0000  2.98002719879150E+0000 99 95
 0.00000000000000E+0000  2.99002766609192E+0000 98 95
 0.00000000000000E+0000  3.00002813339233E+0000 102 97
 0.00000000000000E+0000  3.01002860069275E+0000 103 98
 0.00000000000000E+0000  3.02002906799316E+0000 95 96
 0.00000000000000E+0000  3.03002953529358E+0000 98 98
 0.00000000000000E+0000  3.04003000259399E+0000 98 93
 0.00000000000000E+0000  3.05003046989441E+0000 98 98
 0.00000000000000E+0000  3.06003093719482E+0000 96 95
 0.00000000000000E+0000  3.07003140449524E+0000 98 98
 0.00000000000000E+0000  3.08003187179565E+0000 98 96
 0.00000000000000E+0000  3.09003233909607E+0000 95 96
 0.00000000000000E+0000  3.10003280639648E+0000 95 98
 0.00000000000000E+0000  3.11003327369690E+0000 98 91
 0.00000000000000E+0000  3.12003374099731E+0000 99 98
 0.00000000000000E+0000  3.13003420829773E+0000 100 98
 0.00000000000000E+0000  3.14003467559814E+0000 98 95
 0.00000000000000E+0000  3.15003514289856E+0000 99 98
 0.00000000000000E+0000  3.16003561019897E+0000 98 94
 0.00000000000000E+0000  3.17003607749939E+0000 99 96
 0.00000000000000E+0000  3.18003654479980E+0000 103 98
 0.00000000000000E+0000  3.19003701210022E+0000 95 96
 0.00000000000000E+0000  3.20003747940063E+0000 100 93
 0.00000000000000E+0000  3.21003794670105E+0000 94 95
 0.00000000000000E+0000  3.22003841400146E+0000 102 95
 0.00000000000000E+0000  3.23003888130188E+0000 98 93
 0.00000000000000E+0000  3.24003934860229E+0000 99 99
 0.00000000000000E+0000  3.25003981590271E+0000 99 95
 0.00000000000000E+0000  3.26004028320313E+0000 96 95
 0.00000000000000E+0000  3.27004075050354E+0000 99 95
 0.00000000000000E+0000  3.28004121780396E+0000 98 98
 0.00000000000000E+0000  3.29004168510437E+0000 98 99
 0.00000000000000E+0000  3.30004215240479E+0000 100 98
 0.00000000000000E+0000  3.31004261970520E+0000 100 99
 0.00000000000000E+0000  3.32004308700562E+0000 99 95
 0.00000000000000E+0000  3.33004355430603E+0000 99 96
 0.00000000000000E+0000  3.34004402160645E+0000 99 98
 0.00000000000000E+0000  3.35004448890686E+0000 93 93
 0.00000000000000E+0000  3.36004495620728E+0000 102 100
 0.00000000000000E+0000  3.37004542350769E+0000 99 95
 0.00000000000000E+0000  3.38004589080811E+0000 96 95
 0.00000000000000E+0000  3.39004635810852E+0000 99 95
 0.00000000000000E+0000  3.40004682540894E+0000 95 95
 0.00000000000000E+0000  3.41004729270935E+0000 100 95
 0.00000000000000E+0000  3.42004776000977E+0000 99 98
 0.00000000000000E+0000  3.43004822731018E+0000 96 95
 0.00000000000000E+0000  3.44004869461060E+0000 101 98
 0.00000000000000E+0000  3.45004916191101E+0000 95 96
 0.00000000000000E+0000  3.46004962921143E+0000 100 97
 0.00000000000000E+0000  3.47005009651184E+0000 98 99
 0.00000000000000E+0000  3.48005056381226E+0000 100 97
 0.00000000000000E+0000  3.49005103111267E+0000 98 97
 0.00000000000000E+0000  3.50005149841309E+0000 99 99
 0.00000000000000E+0000  3.51005196571350E+0000 97 94
 0.00000000000000E+0000  3.52005243301392E+0000 102 98
 0.00000000000000E+0000  3.53005290031433E+0000 95 95
 0.00000000000000E+0000  3.54005336761475E+0000 96 96
 0.00000000000000E+0000  3.55005383491516E+0000 95 97
 0.00000000000000E+0000  3.56005430221558E+0000 98 98
 0.00000000000000E+0000  3.57005476951599E+0000 98 95
 0.00000000000000E+0000  3.58005523681641E+0000 95 95
 0.00000000000000E+0000  3.59005570411682E+0000 98 95
 0.00000000000000E+0000  3.60005617141724E+0000 99 96
 0.00000000000000E+0000  3.61005663871765E+0000 96 98
 0.00000000000000E+0000  3.62005710601807E+0000 98 95
 0.00000000000000E+0000  3.63005757331848E+0000 97 95
 0.00000000000000E+0000  3.64005804061890E+0000 95 95
 0.00000000000000E+0000  3.65005850791931E+0000 95 94
 0.00000000000000E+0000  3.66005897521973E+0000 98 102
 0.00000000000000E+0000  3.67005944252014E+0000 95 95
 0.00000000000000E+0000  3.68005990982056E+0000 98 95
 0.00000000000000E+0000  3.69006037712097E+0000 94 95
 0.00000000000000E+0000  3.70006084442139E+0000 96 98
 0.00000000000000E+0000  3.71006131172180E+0000 99 95
 0.00000000000000E+0000  3.72006177902222E+0000 98 95
 0.00000000000000E+0000  3.73006224632263E+0000 99 95
 0.00000000000000E+0000  3.74006271362305E+0000 92 96
 0.00000000000000E+0000  3.75006318092346E+0000 98 95
 0.00000000000000E+0000  3.76006364822388E+0000 98 95
 0.00000000000000E+0000  3.77006411552429E+0000 98 93
 0.00000000000000E+0000  3.78006458282471E+0000 95 95
 0.00000000000000E+0000  3.79006505012512E+0000 97 99
 0.00000000000000E+0000  3.80006551742554E+0000 98 94
 0.00000000000000E+0000  3.81006598472595E+0000 96 95
 0.00000000000000E+0000  3.82006645202637E+0000 99 99
 0.00000000000000E+0000  3.83006691932678E+0000 98 95
 0.00000000000000E+0000  3.84006738662720E+0000 95 95
 0.00000000000000E+0000  3.85006785392761E+0000 100 97
 0.00000000000000E+0000  3.86006832122803E+0000 96 95
 0.00000000000000E+0000  3.87006878852844E+0000 99 95
 0.00000000000000E+0000  3.88006925582886E+0000 97 96
 0.00000000000000E+0000  3.89006972312927E+0000 97 92
 0.00000000000000E+0000  3.90007019042969E+0000 97 95
 0.00000000000000E+0000  3.91007065773010E+0000 95 95
 0.00000000000000E+0000  3.92007112503052E+0000 97 95
 0.00000000000000E+0000  3.93007159233093E+0000 95 98
 0.00000000000000E+0000  3.94007205963135E+0000 99 95
 0.00000000000000E+0000  3.95007252693176E+0000 98 95
 0.00000000000000E+0000  3.96007299423218E+0000 96 95
 0.00000000000000E+0000  3.97007346153259E+0000 99 92
 0.00000000000000E+0000  3.98007392883301E+0000 98 95
 0.00000000000000E+0000  3.99007439613342E+0000 96 94
